Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,industry,Summary Quote
DOVR,"Dover Saddlery, Inc.",4.95,26552978.1,n/a,2005,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/dovr
DOX,Amdocs Limited,44.43,7044243210,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/dox
DPRX,"Dipexium Pharmaceuticals, Inc.",9.8906,84444726.26,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dprx
DRAD,Digirad Corporation,3.81,70859442.99,n/a,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/drad
DRAM,Dataram Corporation,2.28,5495967.36,n/a,n/a,Technology,Electronic Components,http://www.nasdaq.com/symbol/dram
DRIV,"Digital River, Inc.",16.76,535972498.2,n/a,1998,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/driv
DRNA,"Dicerna Pharmaceuticals, Inc.",9.74,173067829.5,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drna
DRRX,Durect Corporation,1.32,147307521.2,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drrx
DRTX,"Durata Therapeutics, Inc.",23.6,631946427.6,n/a,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drtx
DRWI,DragonWave Inc,1.14,85780762.62,n/a,2009,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/drwi
DRWIW,DragonWave Inc,n/a,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/drwiw
DRYS,DryShips Inc.,1.76,765713205,n/a,2005,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/drys
DSCI,"Derma Sciences, Inc.",8.9,224710742.2,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dsci
DSCO,"Discovery Laboratories, Inc.",1.78,151667776.5,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dsco
DSGX,The Descartes Systems Group Inc.,13.04,982073122.2,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dsgx
DSKX,"DS Healthcare Group, Inc.",1.0501,16894290.23,n/a,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/dskx
DSKY,iDreamSky Technology Limited,17.22,728805297.4,n/a,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dsky
DSLV,VelocityShares 3x Inverse Silver ETN linked to S&P GSCI Silver,63.3161,35896176.47,n/a,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/dslv
DSPG,"DSP Group, Inc.",9.45,208010990.3,n/a,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/dspg
DSWL,"Deswell Industries, Inc.",2.07,33236414.73,n/a,1995,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/dswl
DTLK,Datalink Corporation,10.67,240032234.6,n/a,1999,Technology,EDP Services,http://www.nasdaq.com/symbol/dtlk
DTSI,"DTS, Inc.",28.18,482125504.9,n/a,2003,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/dtsi
DTV,DIRECTV,83.88,42126961306,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/dtv
DVAX,Dynavax Technologies Corporation,1.49,391692630.4,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dvax
DVCR,Diversicare Healthcare Services Inc.,11.59,71353000.52,n/a,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dvcr
DWA,"Dreamworks Animation SKG, Inc.",20.28,1717112346,n/a,2004,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/dwa
DWAT,Arrow DWA Tactical ETF,9.48,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dwat
DWCH,Datawatch Corporation,10.29,112090060.7,n/a,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dwch
DWSN,Dawson Geophysical Company,17.79,143462705.1,n/a,1981,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dwsn
DXCM,"DexCom, Inc.",41.38,3123198370,n/a,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxcm
DXGE,WisdomTree Germany Hedged Equity Fund,23.87,10741500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dxge
DXJS,WisdomTree Japan Hedged SmallCap Equity Fund,28.4101,82389290,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dxjs
DXKW,WisdomTree Korea Hedged Equity Fund,20.7599,8303960,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dxkw
DXLG,"Destination XL Group, Inc.",5.12,259267563.5,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dxlg
DXM,"Dex Media, Inc.",8.14,143615102.6,n/a,n/a,Consumer Services,Advertising,http://www.nasdaq.com/symbol/dxm
DXPE,"DXP Enterprises, Inc.",59.74,863288581.6,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dxpe
DXPS,WisdomTree United Kingdom Hedged Equity Fund,23.71,20153500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dxps
DXYN,"The Dixie Group, Inc.",8.54,134585976.3,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/dxyn
DYAX,Dyax Corp.,10.09,1374311992,n/a,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/dyax
DYNT,Dynatronics Corporation,4.0999,10333342.86,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/dynt
DYSL,Dynasil Corporation of America,1.33,21716101.68,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dysl
EA,Electronic Arts Inc.,32.62,10172365861,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ea
EAC           ,Erickson Incorporated,14.49,199994051.9,n/a,2012,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/eac           
EAGL,Silver Eagle Acquisition Corp.,9.83,399343750,n/a,2013,Finance,Business Services,http://www.nasdaq.com/symbol/eagl
EAGLU,Silver Eagle Acquisition Corp.,10.34,420062500,n/a,2013,Finance,Business Services,http://www.nasdaq.com/symbol/eaglu
EAGLW,Silver Eagle Acquisition Corp.,0.73,0,n/a,2013,Finance,Business Services,http://www.nasdaq.com/symbol/eaglw
EARS,Auris Medical Holding AG,4.17,120740306.7,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ears
EBAY,eBay Inc.,47.88,59429262592,n/a,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ebay
EBIO,"Eleven Biotherapeutics, Inc.",11.13,181115407,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ebio
EBIX,"Ebix, Inc.",13.82,530473029.9,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/ebix
EBMT,"Eagle Bancorp Montana, Inc.",10.6,41512069.8,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ebmt
EBSB,"Meridian Bancorp, Inc.",10.77,589129123.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ebsb
EBTC,Enterprise Bancorp Inc,21.53,218276910,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ebtc
ECHO,"Echo Global Logistics, Inc.",24.62,583495428,n/a,2009,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/echo
ECOL,"US Ecology, Inc.",44.58,964012408.5,n/a,n/a,Public Utilities,Environmental Services,http://www.nasdaq.com/symbol/ecol
ECPG,Encore Capital Group Inc,41.675,1068185469,n/a,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/ecpg
ECTE,"Echo Therapeutics, Inc.",0.7001,8387172.796,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/ecte
ECYT,"Endocyte, Inc.",5.85,243073092.6,n/a,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ecyt
EDAP,EDAP TMS S.A.,1.4,34705538,n/a,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/edap
EDGW,"Edgewater Technology, Inc.",6.54,74328421.08,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/edgw
EDMC,Education Management Corporation,1.05,132275628.5,n/a,2009,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/edmc
EDS,Exceed Company Ltd.,1.61,53357035.76,n/a,n/a,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/eds
EDUC,Educational Development Corporation,4.04,16161276.64,n/a,n/a,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/educ
EEFT,"Euronet Worldwide, Inc.",46.295,2429100456,n/a,1997,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/eeft
EEI,"Ecology and Environment, Inc.",9.73,41735005.76,n/a,1987,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/eei
EEMA,iShares MSCI Emerging Markets Asia Index Fund,56.68,85020000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eema
EEME,iShares MSCI Emerging Markets EMEA Index Fund,46.8899,9377980,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eeme
EEML,iShares MSCI Emerging Markets Latin America Index Fund,41.88,12564000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eeml
EFII,"Electronics for Imaging, Inc.",40.44,1881282145,n/a,1992,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/efii
EFOI,"Energy Focus, Inc.",6.21,58230039.78,n/a,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/efoi
EFSC,Enterprise Financial Services Corporation,17.49,345837238.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/efsc
EFUT,eFuture Information Technology Inc.,4.12,16155245.12,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/efut
EGAN,eGain Corporation,4.76,121292620.7,n/a,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/egan
EGBN,"Eagle Bancorp, Inc.",32.355,842017067.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/egbn
EGHT,8x8 Inc,7.01,621982298.6,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/eght
EGLE,Eagle Bulk Shipping Inc.,15.8,0,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/egle
EGLT,Egalet Corporation,4.31,74492587.53,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eglt
EGOV,NIC Inc.,17.95,1171453762,n/a,1999,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/egov
EGRW,iShares MSCI Emerging Markets Growth Index Fund,52.3901,5239010,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/egrw
EGRX,"Eagle Pharmaceuticals, Inc.",12.32,172728038.6,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/egrx
EGT,Entertainment Gaming Asia Incorporated,0.58,17459253.96,n/a,n/a,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/egt
EHTH,"eHealth, Inc.",21,373109793,n/a,2006,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ehth
EIGI,"Endurance International Group Holdings, Inc.",15.64,2020710099,n/a,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/eigi
ELGX,"Endologix, Inc.",11.34,759252860.1,n/a,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/elgx
ELNK,EarthLink Holdings Corp.,3.24,331346149.2,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/elnk
ELON,Echelon Corporation,2,87082490,n/a,1998,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/elon
ELOS,Syneron Medical Ltd.,8.64,316823546.9,n/a,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/elos
ELRC,Electro Rent Corporation,14.4299,346442894.8,n/a,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/elrc
ELSE,"Electro-Sensors, Inc.",3.19,10831711.99,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/else
ELTK,Eltek Ltd.,1.53,15518425.86,n/a,1997,Technology,Electrical Products,http://www.nasdaq.com/symbol/eltk
EMCB,WisdomTree Emerging Markets Corporate Bond Fund,75.46,113190000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emcb
EMCF,Emclaire Financial Corp,25.9899,46032219.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/emcf
EMCG,WisdomTree Emerging Markets Consumer Growth Fund,24.306,19444800,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emcg
EMCI,EMC Insurance Group Inc.,30.66,414000753.6,n/a,1982,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/emci
EMDI,iShares MSCI Emerging Markets Consumer Discrectionary Sector I,52.35,5235000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emdi
EMDR,VelocityShares Emerging Markets DR ETF,50,5000000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emdr
EMEY,iShares MSCI Emerging Markets Energy Sector Capped Index Fund,35,1750000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emey
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,33.53,92207500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/emif
EMITF,Elbit Imaging Ltd.,2.75,3791207.75,n/a,n/a,Consumer Services,Building operators,http://www.nasdaq.com/symbol/emitf
EMKR,EMCORE Corporation,5.63,172896140.2,n/a,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/emkr
EML,Eastern Company (The),15.72,97827037.68,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/eml
EMMS,Emmis Communications Corporation,2.01,87188447.37,n/a,1994,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/emms
EMMSP,Emmis Communications Corporation,15.0601,20044857.56,n/a,n/a,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/emmsp
ENDP,Endo International plc,60.59,9310827552,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/endp
ENFC,Entegra Financial Corp.,12.95,0,n/a,2014,n/a,n/a,http://www.nasdaq.com/symbol/enfc
ENG,ENGlobal Corporation,1.84,51057267.6,n/a,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/eng
ENOC,"EnerNOC, Inc.",13.4,409494512.8,n/a,2007,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/enoc
ENPH,"Enphase Energy, Inc.",12.81,550087763,n/a,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/enph
ENSG,"The Ensign Group, Inc.",34.92,782618868.7,n/a,2007,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ensg
ENT,Global Eagle Entertainment Inc.,10.62,764559638.5,n/a,2011,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/ent
ENTA,"Enanta Pharmaceuticals, Inc.",42.71,791751317.2,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/enta
ENTG,"Entegris, Inc.",11.7,1631604066,n/a,2000,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/entg
ENTR,"Entropic Communications, Inc.",2.43,215734352.7,n/a,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/entr
ENVI,"Envivio, Inc.",1.62,44892779.04,n/a,2012,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/envi
ENZN,"Enzon Pharmaceuticals, Inc.",0.963,42492769.83,n/a,1984,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/enzn
ENZY          ,Enzymotec Ltd.,6.505,140279154.1,n/a,2013,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/enzy          
EOPN,"E2open, Inc.",6.16,179927298.3,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/eopn
EPAX,"Ambassadors Group, Inc.",3.5101,59812075.92,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/epax
EPAY,"Bottomline Technologies, Inc.",27.91,1110786378,n/a,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/epay
EPIQ,"EPIQ Systems, Inc.",18.5,665999852,n/a,1997,Technology,EDP Services,http://www.nasdaq.com/symbol/epiq
EPRS,"EPIRUS Biopharmaceuticals, Inc.",5.32,68769474.76,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eprs
EPZM,"Epizyme, Inc.",26.86,902053696.4,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/epzm
EQIX,"Equinix, Inc.",192.24,10226034361,n/a,2000,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/eqix
ERI,"Eldorado Resorts, Inc.",3.96,0,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eri
ERIC,Ericsson,11.52,37278720000,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/eric
ERIE,Erie Indemnity Company,78.5,3626041385,n/a,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/erie
ERII,"Energy Recovery, Inc.",4.02,209073201.2,n/a,2008,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/erii
EROC,"Eagle Rock Energy Partners, L.P.",3.16,505175801.6,n/a,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eroc
ERS,"Empire Resources, Inc.",4.933,42781763.15,n/a,n/a,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/ers
ERW,VelocityShares Equal Risk Weighted Large Cap ETF,55.61,30586056.1,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/erw
ESBF,ESB Financial Corporation,12.77,226825273.4,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/esbf
ESBK,Elmira Savings Bank NY (The),22.215,55596214.25,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/esbk
ESCA,"Escalade, Incorporated",11.85,164861631.9,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/esca
ESCR,Escalera Resources Co.,1.62,23102658,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/escr
ESCRP,Escalera Resources Co.,21.9,0,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/escrp
ESEA,Euroseas Ltd.,1.068,60996815.36,n/a,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/esea
ESGR,Enstar Group Limited,137.53,2640354027,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/esgr
ESIO,"Electro Scientific Industries, Inc.",6.85,206241848.2,n/a,n/a,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esio
ESLT,Elbit Systems Ltd.,60.97,2602087842,n/a,n/a,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/eslt
ESMC,Escalon Medical Corp.,1.3721,10327014.6,n/a,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/esmc
ESPR,"Esperion Therapeutics, Inc.",20.69,319557112.1,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/espr
ESRX,Express Scripts Holding Company,69.97,52159136500,n/a,1992,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/esrx
ESSA,"ESSA Bancorp, Inc.",11.3,132868541.4,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/essa
ESSX,Essex Rental Corporation,1.54,38212973.26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/essx
ESXB,Community Bankers Trust Corporation.,4.39,95486191.99,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/esxb
ESYS,Elecsys Corporation,10.81,41375901.98,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esys
ETFC,E*TRADE Financial Corporation,19.88,5739722349,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/etfc
ETRM,EnteroMedics Inc.,1.06,73018992.52,n/a,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/etrm
EUFN,iShares MSCI Europe Financials Sector Index Fund,21.56,392392000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eufn
EVAL,iShares MSCI Emerging Markets Value Index Fund,45.7,22850000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eval
EVAR,"Lombard Medical, Inc.",6.38,103265384.9,n/a,2014,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/evar
EVBS,"Eastern Virginia Bankshares, Inc.",6.14,72871773.38,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/evbs
EVEP,"EV Energy Partners, L.P.",33.12,1608705269,n/a,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/evep
EVOK,"Evoke Pharma, Inc.",4.72,28789861.84,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/evok
EVOL,"Evolving Systems, Inc.",9.9,115232010.3,n/a,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/evol
EVRY,"EveryWare Global, Inc.",1.49,32958834.27,n/a,2012,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/evry
EWBC,"East West Bancorp, Inc.",32.13,4607065822,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ewbc
EXA,Exa Corporation,10.06,138882605.7,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/exa
EXAC,"Exactech, Inc.",20.15,277143402.3,n/a,1996,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/exac
EXAS,EXACT Sciences Corporation,23.52,1950620287,n/a,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/exas
EXEL,"Exelixis, Inc.",1.62,316078146.5,n/a,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/exel
EXFO,EXFO Inc,3.5699,102470327.5,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/exfo
